Game Name,Version,Repository,Short Description,Description,Tags,Homepage,Category,Interface,Tracker Info,Screenshots,Score,Notes
spacezero,0.80.06-1+b2,main,"Real Time Strategy 2D space combat, multiplayer net game.","Real Time Strategy 2D space combat, multiplayer net game.,,
SpaceZero is a Real Time Strategy 2D space combat, multiplayer (two players by now) net game.,,
,,
The objective is to conquer the space, defeating all enemies.,,
,,
At starting point you have only one ship and one planet, but you have gold to buy more ships to conquer more planets.,,
,,
All the ships can be controlled by the computer (automatic mode) or by the player (manual mode). You can easily change among your ships controlling all of them independently.","role::program, uitoolkit::gtk, use::gameplaying, x11::application",http://spacezero.sourceforge.net,strategy,graphical,https://tracker.debian.org/pkg/spacezero,https://screenshots.debian.net/package/spacezero,,nan
speedpad,1.0-2,main,"ncurses tool to test, train, and increase typing speed",,,,,,https://tracker.debian.org/pkg/speedpad,https://screenshots.debian.net/package/speedpad,,nan
spellcast,1.0-22,non-free,Classic hand-waving multi-player game of spellcasting,,,,,,https://tracker.debian.org/pkg/spellcast,https://screenshots.debian.net/package/spellcast,,nan
spout,1.4-4,main,Tiny abstract black and white 2D cave-shooter,"Tiny abstract black and white 2D cave-shooter,,
This is a small, abstract shooting game from Japanese developer Kuni. It is a 'caveflier' in which the exhaust from the engine also serves as a tool to erode the cave walls.,,
,,
Your goal is to fly upwards as long as you possibly can, without crashing against the cave walls and the window borders.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://njw.me.uk/spout/,arcade,graphical,https://tracker.debian.org/pkg/spout,https://screenshots.debian.net/package/spout,,nan
spring,104.0+dfsg-3+b2,main,modern full-3D RTS game engine,"modern full-3D RTS game engine,,
Spring is a modern full-3D RTS (Real Time Strategy) game engine originally created to bring the gameplay experience of Total Annihilation into 3D. Games are played using one of a number of mods.,,
,,
This package just includes the game engine and the default AI, with no maps, mods or rich user interface.","implemented-in::c++, network::client, network::server, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://springrts.com,strategy,"graphical, 3d",https://tracker.debian.org/pkg/spring,https://screenshots.debian.net/package/spring,,nan
spring-javaai,104.0+dfsg-3,main,modern full-3D RTS game engine (Java AIs),"modern full-3D RTS game engine (Java AIs),,
Spring is a modern full-3D RTS (Real Time Strategy) game engine originally created to bring the gameplay experience of Total Annihilation into 3D. Games are played using one of a number of mods.,,
,,
This package contains Java based AIs and the spring interface libraries these require.","implemented-in::java, implemented-in::lua, role::plugin, role::program, use::gameplaying",https://springrts.com,strategy,,https://tracker.debian.org/pkg/spring-javaai,https://screenshots.debian.net/package/spring-javaai,0.0,addon
springlobby,0.267+dfsg-1+b1,main,single/multiplayer lobby for the Spring RTS engine,"single/multiplayer lobby for the Spring RTS engine,,
This package provides a single-player and multiplayer lobby for Spring. Other features include a P2P system for downloading maps and mods and a built-in IRC-like chat client.","implemented-in::c++, network::client, protocol::bittorrent, protocol::http, protocol::irc, role::program, uitoolkit::sdl, uitoolkit::wxwidgets, use::chatting, use::downloading, use::gameplaying, x11::application",https://springlobby.springrts.com/,strategy,graphical,https://tracker.debian.org/pkg/springlobby,https://screenshots.debian.net/package/springlobby,,nan
starfighter,1.7-1,main,2D scrolling shooter game,"2D scrolling shooter game,,
After decades of war one company, who had gained powerful supplying both sides with weaponry, steps forwards and crushes both warring factions in one swift movement. Using far superior weaponry and AI craft, the company was completely unstoppable and now no one can stand in their way. Thousands began to perish under the iron fist of the company. The people cried out for a saviour, for someone to light this dark hour... and someone did.,,
,,
Features of the game:,,
,,
o 26 missions over 4 star systems,,
o Primary and Secondary Weapons (including a laser cannon and a charge weapon),,
o A weapon powerup system,,
o Wingmates,,
o Missions with Primary and Secondary Objectives,,
o A Variety of Missions (Protect, Destroy, etc),,
o Boss battles","hardware::input:joystick, hardware::input:keyboard, implemented-in::c++, role::program, uitoolkit::sdl, use::entertaining, use::gameplaying, x11::application",http://pr-starfighter.github.io/,arcade,graphical,https://tracker.debian.org/pkg/starfighter,https://screenshots.debian.net/package/starfighter,,nan
starvoyager,0.4.4-9,main,"2D space arcade game, themed around 'Star Trek' - binary","2D space arcade game, themed around 'Star Trek' - binary,,
Star Voyager is a Frontier/Elite class game in a more arcade style 2D environment, themed to the 'Star Trek' universe. It utilizes the SDL library for portability.,,
,,
This package contains the game binary","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://starvoyager.bluesky.me.uk/,arcade,graphical,https://tracker.debian.org/pkg/starvoyager,https://screenshots.debian.net/package/starvoyager,,nan
stax,1.37-1,main,collection of puzzle games similar to Tetris Attack,"collection of puzzle games similar to Tetris Attack,,
Another way of playing Tetris and some other cool puzzle games. Includes multiplayer feature and supports themes. Enjoy!","role::program, uitoolkit::xlib, use::gameplaying, x11::application",,tetris,graphical,https://tracker.debian.org/pkg/stax,https://screenshots.debian.net/package/stax,,nan
steam,1.0.0.68-1~deb10u1,non-free,Valve's Steam digital software delivery system,,,,,,https://tracker.debian.org/pkg/steam,https://screenshots.debian.net/package/steam,,nan
steam-devices,1.0.0.68-1~deb10u1,non-free,Device support for Steam-related hardware,"Device support for Steam-related hardware,,
This package provides udev rules for various Steam-related hardware devices such as the Steam Controller (gamepad) and the HTC Vive (virtual reality headset).",,https://steamcommunity.com/linux,,,https://tracker.debian.org/pkg/steam-devices,https://screenshots.debian.net/package/steam-devices,0.0,addon
steamcmd,0~20180105-3,non-free,Command-line interface for Valve's Steam,,,,,,https://tracker.debian.org/pkg/steamcmd,https://screenshots.debian.net/package/steamcmd,,nan
stormbaancoureur,2.1.6-2+b2,main,simulated obstacle course for automobiles,"simulated obstacle course for automobiles,,
Your objective is to drive your car along an obstacle course. Success depends on total control of the car. If you want to master it, try to have the laws of physics work with you, not against you.,,
,,
The game was formerly known as Sturmbahnfahrer.","hardware::opengl, implemented-in::c, role::program, uitoolkit::glut, uitoolkit::sdl, use::gameplaying, x11::application",http://www.stolk.org/stormbaancoureur/,racing,"graphical, 3d",https://tracker.debian.org/pkg/stormbaancoureur,https://screenshots.debian.net/package/stormbaancoureur,,nan
sudoku,1.0.5-2+b3,main,console based sudoku,"console based sudoku,,
This sudoku puzzle generator/solver features:,,
* character based (curses) interface;,,
* cross-platform (Minix, Unix, Windows) with full source code (ANSI C);,,
* generates hints upon request;,,
* classification of board difficulty (very easy, easy, medium, hard or fiendish);,,
* generation of new boards;,,
* easy entry of boards published in newspapers, Internet, ...;,,
* multiple output formats (text, csv, HTML, PostScript).","implemented-in::c, role::program, scope::utility, uitoolkit::ncurses, use::gameplaying, x11::application",https://github.com/cinemast/sudoku,puzzle,"commandline, graphical",https://tracker.debian.org/pkg/sudoku,https://screenshots.debian.net/package/sudoku,2.0,Console sudoku
supertransball2,1.5-9,main,Thrust type of game,"Thrust type of game,,
Super Transball 2 is a game which was inspired by ZARA THRUSTA for the Amiga 500. In each level the goal is to find the SPHERE, to capture it and to carry it to the upper part of the level. The main challenge is the gravity that attracts your ship which makes it inevitable to control the ship's thrust. Many other obstacles like cannons, tanks, doors or lasers will also try to make your journey difficult and don't be wasteful with your thrusters and weapons or you will run out of fuel in no time.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://tracker.debian.org/supertransball2,arcade,graphical,https://tracker.debian.org/pkg/supertransball2,https://screenshots.debian.net/package/supertransball2,,nan
supertux,0.6.0-1,main,Classic 2D jump 'n run sidescroller with Tux,"Classic 2D jump 'n run sidescroller with Tux,,
SuperTux is a classic 2D jump 'n run sidescroller game in a similar style like the original SuperMario games. You play the role of Tux the Penguin, who must rescue Penny from the hands of the evil Nolok.","hardware::input:joystick, implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.supertux.org/,platform,graphical,https://tracker.debian.org/pkg/supertux,https://screenshots.debian.net/package/supertux,,nan
supertuxkart,0.9.3-2,main,3D kart racing game,"3D arcade racer with a variety of characters, tracks, and modes to play,,
Karts. Nitro. Action! SuperTuxKart is a 3D open-source arcade racer with a variety of characters, tracks, and modes to play. The aim is to create a game that is more fun than realistic, and provide an enjoyable experience for all ages.,,
,,
Discover the mystery of an underwater world, or drive through the jungles of Val Verde and visit the famous Cocoa Temple. Race underground or in a spaceship, through a rural farmland or a strange alien planet. Or rest under the palm trees on the beach, watching the other karts overtake you. But don't eat the bananas! Watch for bowling balls, plungers, bubble gum, and cakes thrown by your opponents.,,
,,
You can do a single race against other karts, compete in one of several Grand Prix, try to beat the high score in time trials on your own, play battle mode against the computer or your friends, and more! For a greater challenge, race online against players from all over the world and prove your racing prowess!","hardware::input:joystick, hardware::opengl, implemented-in::c++, role::program, uitoolkit::glut, uitoolkit::sdl, use::gameplaying, x11::application",https://supertuxkart.net,racing,graphical,https://tracker.debian.org/pkg/supertuxkart,https://screenshots.debian.net/package/supertuxkart,,nan
swell-foop,1:3.30.0-2,main,Colored ball puzzle game,"Colored ball puzzle game,,
Remove blocks of balls of the same color in as few moves as possible. Try to remove all balls for a bonus.","implemented-in::vala, role::program, suite::gnome, uitoolkit::gtk, use::gameplaying, x11::application",https://wiki.gnome.org/Apps/Swell%20Foop,puzzle,graphical,https://tracker.debian.org/pkg/swell-foop,https://screenshots.debian.net/package/swell-foop,,nan
tagua,1.0~alpha2-16-g618c6a0-2,main,Board-game frontend for playing chess variants and other games,"Board-game frontend for playing chess variants and other games,,
Tagua is a frontend for a variety of board games.  Currently supported games include chess, shogi and a couple of variants of those games.,,
,,
Tagua is based on a powerful plugin system that allows many games to share the same graphical framework, game history handling, interoperability with AI engines and connectivity to network servers.,,
,,
It currently has support for xboard-compatible chess engines, and xshogi-compatible shogi engines, as well as network play on chess ICS servers.","implemented-in::c++, role::program, suite::kde, uitoolkit::qt, use::gameplaying, x11::application",http://repo.or.cz/tagua.git,board,graphical,https://tracker.debian.org/pkg/tagua,https://screenshots.debian.net/package/tagua,,nan
tali,1:3.22.0-3,main,sort of poker with dice and less money,"sort of poker with dice and less money,,
GNOME Tali is a sort of poker played using dice. You roll five dice three times and try to create the best “hand”. Your two rerolls may include any or all of your dice.","implemented-in::c, role::program, suite::gnome, uitoolkit::gtk, use::gameplaying, x11::application",https://wiki.gnome.org/Apps/Tali,board,graphical,https://tracker.debian.org/pkg/tali,https://screenshots.debian.net/package/tali,,nan
tanglet,1.5.3-2,main,single player word finding game based on Boggle,"single player word finding game based on Boggle,,
The Object of the game is to list as many words as you can before the time runs out. Every time you find a new word, you are given more time. Each word must be at least three letters long.","hardware::input:mouse, role::program, uitoolkit::qt, use::gameplaying, x11::application",https://gottcode.org/tanglet/,,graphical,https://tracker.debian.org/pkg/tanglet,https://screenshots.debian.net/package/tanglet,,nan
tatan,1.0.dfsg1-8,main,pointing STG shooter game,"pointing STG shooter game,,
Tatan is a shooter game with simplified controls: use the mouse to aim and shoot, and the space bar to toggle your position. You have to collect the yellow stars (or shoot the white ones circumscribed in spheres) for power-ups.,,
,,
The game is played in some sort of quantum universe, and you are either positioned on the left or the right.","hardware::input:keyboard, hardware::input:mouse, role::program, uitoolkit::sdl, use::gameplaying, x11::application",,arcade,graphical,https://tracker.debian.org/pkg/tatan,https://screenshots.debian.net/package/tatan,,nan
tdfsb,0.0.10-3,main,3D filesystem browser,"3D filesystem browser,,
TDFSB reads directory information and displays it as a 3D world. Changing into another directory is possible by simply walking into the assigned sphere. It also reads images and text files, and displays their contents.","hardware::opengl, role::program, uitoolkit::glut, uitoolkit::sdl, use::browsing, use::gameplaying, works-with::file, x11::application",http://www.determinate.net/webdata/seg/tdfsb.html,toys,"graphical, 3d",https://tracker.debian.org/pkg/tdfsb,https://screenshots.debian.net/package/tdfsb,,nan
tecnoballz,0.93.1-9,main,breaking block game ported from the Amiga platform,"breaking block game ported from the Amiga platform,,
This is a Breakout or Arkanoid like game with a lot of bonus stages. You can buy weapons and bonus between stages. Sometimes you have to defeat a guardian. This game is written in C++ and uses the SDL library.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://linux.tlk.fr/games/TecnoballZ/,arcade,graphical,https://tracker.debian.org/pkg/tecnoballz,https://screenshots.debian.net/package/tecnoballz,,nan
teeworlds,0.7.2-5+deb10u1,main,online multi-player platform 2D shooter,"online multi-player platform 2D shooter,,
This package contains the client binary for Teeworlds.,,
,,
The game features cartoon-themed graphics and physics, and relies heavily on classic shooter weaponry and gameplay. The controls are heavily inspired by the FPS genre of computer games.","hardware::input:keyboard, hardware::input:mouse, hardware::opengl, implemented-in::c++, network::client, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.teeworlds.com/,arcade,graphical,https://tracker.debian.org/pkg/teeworlds,https://screenshots.debian.net/package/teeworlds,,nan
tenace,0.16-2,main,Bridge hand viewer and editor,"Bridge hand viewer and editor,,
Tenace is a Bridge hand viewer and editor. Hand records are read using BBO's .lin format. The board editor allows one to easily move cards around to simulate different distributions. The double dummy solver computes optimal lines of play and par scores.,,
,,
Bridge is an intellectually challenging card game for four players.","implemented-in::c, role::program, scope::application, uitoolkit::gtk, use::gameplaying, x11::application",https://www.df7cb.de/bridge/tenace/,card,graphical,https://tracker.debian.org/pkg/tenace,https://screenshots.debian.net/package/tenace,,nan
tenmado,0.10-3,main,hard-core shoot 'em up game in blue-or-red world,"hard-core shoot 'em up game in blue-or-red world,,
tenmado is a vertically scrolling, late 1990s style (that is, a massive number of enemy shots against a smaller-than-it-looks spaceship) shoot 'em up game.  A very accurate collision detection makes it a game of dexterity.  If something looks like a triangle, it is a triangle, not a rectangle of similar size.,,
,,
However, surviving is only 20% of the game.  The main feature of tenmado is the ""color chain bonus"".  You can get a very big score (about 100 times bigger than a normal enemy-destruction point) by destroying enemies of the same color successively.  It is easy or difficult depending on how greedy you are.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.interq.or.jp/libra/oohara/tenmado/index.html,arcade,graphical,https://tracker.debian.org/pkg/tenmado,https://screenshots.debian.net/package/tenmado,,nan
tennix,1.1-3.1,main,2D tennis game,"2D tennis game,,
Tennix is a funny tennis game in 2D. You can play against the computer or against another player using the keyboard. The game runs in-window at 640x480 resolution or fullscreen.,,
,,
Refer to manpage tennix(6) for gameplay instructions and command-line options.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://icculus.org/tennix,sport,graphical,https://tracker.debian.org/pkg/tennix,https://screenshots.debian.net/package/tennix,,nan
tetrinet-client,0.11+CVS20070911-2+b2,main,"textmode client for tetrinet, a multiplayer tetris-like game","textmode client for tetrinet, a multiplayer tetris-like game,,
tetrinet-client is a textmode client for the multiplayer tetris version called tetrinet. This client is able to play both in tetrifast and the original version of the game. Please notice that you need at least 50 lines to be able to play it.","implemented-in::c, role::program, uitoolkit::ncurses, use::gameplaying",http://tetrinet.or.cz/,tetris,commandline,https://tracker.debian.org/pkg/tetrinet-client,https://screenshots.debian.net/package/tetrinet-client,,nan
tetzle,2.1.3+dfsg1-2,main,Jigsaw puzzle game,"Jigsaw puzzle game,,
Any image can be imported and used to create puzzles with a wide range of sizes. Games are saved automatically, and you can select between currently in progress games.","role::program, uitoolkit::qt, use::gameplaying, x11::application",https://gottcode.org/tetzle/,puzzle,graphical,https://tracker.debian.org/pkg/tetzle,https://screenshots.debian.net/package/tetzle,,nan
tf,1:4.0s1-20+b1,main,"Tinyfugue MUD client for TinyMUDs, DikuMUDs, and LPMUDs","Tinyfugue MUD client for TinyMUDs, DikuMUDs, and LPMUDs,,
TinyFugue (also known as ""Fugue"" or ""TF"") is a line-based client designed for connecting to MUD servers (note: LP, Diku, and other servers which use prompts require ""/lp on""; see /help prompts).,,
,,
TinyFugue is larger than most MUD clients, but has many more features and is much more flexible. The goal is to provide the most functionality in a client that still maintains the user-friendliness of Tinytalk.","network::client, role::program, uitoolkit::ncurses, use::gameplaying",,mud,,https://tracker.debian.org/pkg/tf,https://screenshots.debian.net/package/tf,,nan
tictactoe-ng,0.3.2.1-1.1,main,"fun, simple, tic tac toe game",,,,,,https://tracker.debian.org/pkg/tictactoe-ng,https://screenshots.debian.net/package/tictactoe-ng,4.0,"Seems very simple, but can be interesting of trying"
tint,0.05,main,Tetris clone for text based terminal,"Tetris clone for text based terminal,,
TINT Is Not Tetris(tm) ...at least the name isn't.,,
,,
As the title suggests, this is a clone of the original tetris game written by Alexey Pajitnov, Dmitry Pavlovsky, and Vadim Gerasimov.,,
,,
The game is as close to the original as possible, but there are a few differences. Nevertheless, it's probably the closest to the original that you'll ever find in the UNIX world...","role::program, uitoolkit::ncurses, use::gameplaying",,tetris,commandline,https://tracker.debian.org/pkg/tint,https://screenshots.debian.net/package/tint,,nan
tintin++,2.01.5-2,main,classic text-based MUD client,"classic text-based MUD client,,
Tintin++ is telnet client specialized to play MUDs (Multi-User Dungeons). It has scripting support, tab-completion, internal chat, and takes advantage of the GNU readline library.,,
,,
You can find a complete set of commands and features in the Tintin++ manual, in /usr/share/doc/tintin++.","network::client, role::program, uitoolkit::ncurses, use::gameplaying",http://tintin.sourceforge.net/,mud,commandline,https://tracker.debian.org/pkg/tintin++,https://screenshots.debian.net/package/tintin++,,nan
titanion,0.3.dfsg1-7,main,strike down super high-velocity swooping insects,"strike down super high-velocity swooping insects,,
Titanion is an abstract shooter game. While you fire with one button, the other one acts as a tractor ray to attract the enemies and take them to the combat line. The game in itself is quite simple, but with such graphics and playability that it's worth a try.,,
,,
Titanion is another gem among many by Kenta Cho.","implemented-in::TODO, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.asahi-net.or.jp/~cs8k-cyu/windows/ttn_e.html,arcade,"graphical, 3d",https://tracker.debian.org/pkg/titanion,https://screenshots.debian.net/package/titanion,,nan
toga2,3.0.0.1SE1-2,main,"computer chess engine, calculates chess moves","computer chess engine, calculates chess moves,,
Toga II is a computer game chess engine created by Thomas Gaksch. It has big chess knowledge, multi-processor support, and a good search algorithm. It is based on Fruit and is free. Experimental versions of Toga II running on computer clusters have competed in the World Computer Chess Championship.","implemented-in::c++, role::program, use::gameplaying, x11::application",http://www.computerchess.info,board,graphical,https://tracker.debian.org/pkg/toga2,https://screenshots.debian.net/package/toga2,,nan
tomatoes,1.55-9,main,I Have No Tomatoes - tomato smashing game,"I Have No Tomatoes - tomato smashing game,,
I Have No Tomatoes is an extreme leisure time activity idea of which culminates in the following question: How many tomatoes can you smash in ten short minutes? If you have the time to spare, this game has the vegetables just waiting to be eliminated!","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://tomatoes.sourceforge.net/,arcade,graphical,https://tracker.debian.org/pkg/tomatoes,https://screenshots.debian.net/package/tomatoes,,nan
tome,2.4~0.git.2015.12.29-1.2+b2,non-free,single-player text-based roguelike dungeon simulation game,"single-player text-based roguelike dungeon simulation game,,
Tome, short for Troubles of Middle Earth, is a single-player, text-based, dungeon simulation derived from the game angband, which in turn is derived from the older game Moria, which was in turn based on Rogue. It is often described as a ""roguelike"" game because the look and feel of the game is still quite similar to Rogue.,,
,,
In tome, the  player may choose from a number of races and classes when creating a character, and then ""run"" that character over a period of days, weeks, even months, attempting to win the game by defeating Morgoth, who lurks somewhere in  the depths of the dungeon.,,
,,
The ultimate goal of the game is to develop a character strong enough to defeat Morgoth, who resides on dungeon level 100. Upon doing so, you will receive the exalted status of ""winner"" and your character may retire.,,
,,
The first main difference from Angband a new player to ToME will need to be aware of is that it has implemented a skills based system where instead of the  adventurer automatically improving in their abilities as they become more experienced, they get 5 skill points to spend on their character's abilities and can therefore customise what type of character they play. See the skills help file for details,,
,,
The second major difference is that the main dungeon from Angband has been split  into 4 ""dungeons"", each of which cover a different portion of the dungeon's  levels. Note that not all of the places are actually ""dungeons"" - some are caves, forests, etc.,,
,,
The third main difference between Vanilla Angband and ToME is the difference  in character classes and races, as well as a very different  magic system. ToME also offers the player the ability to undertake a series of  quests. It is not required for any adventurer to undertake  the fixed  quests, but they can result in some nice rewards.,,
,,
Morgoth was 'the Dark Enemy of Middle-Earth' during its First Age. He was banished by the Valar (offspring of Eru, ""god"" of J.R.R. Tolkien's world) at the end of the First Age and thus never appears in The Lord of the Rings, set during the Third Age. Sauron, who does figure into those tales, was the most powerful of his servants. Read Tolkien's 'The Silmarillion' for more on the legends of Middle-Earth. Angband is a reference to Morgoth's ""prison of iron.""","role::program, uitoolkit::gtk, uitoolkit::ncurses, uitoolkit::sdl, use::gameplaying, x11::application",https://github.com/tome2/tome2,rpg,"commandline, graphical",https://tracker.debian.org/pkg/tome,https://screenshots.debian.net/package/tome,,nan
toppler,1.1.6-3,main,"clone of the Nebulus"" game on old 8 and 16 bit machines""","clone of the ""Nebulus"" game on old 8 and 16 bit machines,,
Toppler is an almost complete reimplementation of the old game known as Tower Toppler or Nebulus.,,
,,
The target of the game is to reach the target door of each of the  8 towers in currently 2 missions with this little green animal. This door is usually at the very top of the tower.,,
,,
But finding the way by using elevators and walking through a maze of doors and platforms is not the only problem you have to solve. There are a bunch of other creatures living on the tower that will hinder you to reach your target by pushing you over the edge of the platforms.","junior::arcade, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://gitlab.com/roever/toppler/,platform,graphical,https://tracker.debian.org/pkg/toppler,https://screenshots.debian.net/package/toppler,,nan
torcs,1.3.7+dfsg-4,main,3D racing cars simulator game using OpenGL,"3D racing cars simulator game using OpenGL,,
TORCS, The Open Racing Car Simulator, is a car racing simulation game which allows you to drive in races against opponents simulated by the computer.,,
,,
You can also develop your own computer-controlled driver (also called a robot) in C or C++.","hardware::input:joystick, hardware::opengl, implemented-in::c++, role::program, uitoolkit::glut, uitoolkit::sdl, use::gameplaying, x11::application",http://torcs.org,racing,"graphical, 3d",https://tracker.debian.org/pkg/torcs,https://screenshots.debian.net/package/torcs,,nan
torus-trooper,0.22.dfsg1-12,main,speeding ship sailing through barrage,"speeding ship sailing through barrage,,
Torus Trooper is a fast-paced abstract scrolling shooter game. It features 3D graphics and a style similar to that of games such as Tempest.,,
,,
Torus Trooper is another gem among many by Kenta Cho.","implemented-in::TODO, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.asahi-net.or.jp/~cs8k-cyu/windows/tt_e.html,arcade,"graphical, 3d",https://tracker.debian.org/pkg/torus-trooper,https://screenshots.debian.net/package/torus-trooper,,nan
tourney-manager,20070820-4,main,perl interface to run chess engine tournaments,"perl interface to run chess engine tournaments,,
Let your chess engines play tournaments against each other. This program manages setup and automatic running engine vs. engine matches, it has an interactive commandline and can start and stop the tournament, show current state and a crosstable. Every game will be displayed in a xboard session and can be observed. All games are stored in portable chess game notation, pgn.","implemented-in::perl, role::program, use::gameplaying",http://www.hoicher.de/hoichess/,board,,https://tracker.debian.org/pkg/tourney-manager,https://screenshots.debian.net/package/tourney-manager,,nan
trackballs,1.3.1-1,main,OpenGL-based game of steering a marble through a labyrinth,"OpenGL-based game of steering a marble through a labyrinth,,
Trackballs is a simple game similar to the classical game Marble Madness on the Amiga in the 80's. By steering a marble ball through a labyrinth filled with vicious hammers, pools of acid and other obstacles the player collects points. When the ball reaches the destination it continues at the next, more difficult level - unless the time runs out.,,
,,
This game is not intended to be a replica of Marble Madness but rather inspired by it. The game is also highly configurable by using a scripting extension (Guile) and it provides a simple editor by which new levels can easily be created.","role::program, uitoolkit::sdl, x11::application",https://trackballs.github.io/,,graphical,https://tracker.debian.org/pkg/trackballs,https://screenshots.debian.net/package/trackballs,,nan
transcend,0.3.dfsg2-3+b1,main,"retro-style, abstract 2D shooter","retro-style, abstract 2D shooter,,
Transcend can best be described as retro-style, abstract 2-D shooter. The graphics are geometrical, and the pace is sometimes frenzied.,,
,,
Two features set Transcend apart from other games. First, its dynamic graphical engine, which can smoothly morph from one complex shape to another, produces striking displays. Combining these dynamic shapes with subtle randomizations makes each play through a Transcend level visually different from the last. The second novel feature is Transcend's musical power-up system. As you play through a level, you are simultaneously assembling an abstract visual collage and arranging a unique piece of music. Transcend merges video games with pure art---it can be viewed either as a game or as a multimedia sculpture.","hardware::opengl, implemented-in::c++, role::program, uitoolkit::TODO, uitoolkit::glut, use::gameplaying, x11::application",http://transcend.sourceforge.net/,arcade,graphical,https://tracker.debian.org/pkg/transcend,https://screenshots.debian.net/package/transcend,,nan
trigger-rally,0.6.6+dfsg-2,main,free 3D rally racing car game,"3D rally car racing game,,
Trigger is a free 3D rally car racing game. Fun for all the family!,,
,,
Trigger comes with a number of challenges where you have to race several tracks to finish each challenge.,,
,,
When racing a track, you have to reach several locations marked by pulsating rings in sequence. To win a race you have to reach the last location in time.,,
,,
Trigger is highly customisable, and it's easy to add new levels and vehicles.,,
,,
An OpenGL accelerated video card is required to play Trigger.","hardware::opengl, implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://sourceforge.net/projects/trigger-rally,racing,"graphical, 3d",https://tracker.debian.org/pkg/trigger-rally,https://screenshots.debian.net/package/trigger-rally,,nan
triplane,1.0.8-2+b1,main,side-scrolling dogfighting game,"side-scrolling dogfighting game,,
Triplane Classic is a side-scrolling dogfighting game featuring solo missions and multiplayer mode with up to four players. It is a port of the original Triplane Turmoil game for DOS and aims to match the original game exactly so that high scores remain comparable to the original.","hardware::input:joystick, hardware::input:keyboard, implemented-in::c++, role::program, scope::application, uitoolkit::sdl, use::gameplaying, x11::application",http://triplane.sourceforge.net/,arcade,graphical,https://tracker.debian.org/pkg/triplane,https://screenshots.debian.net/package/triplane,,nan
trophy,2.0.3-2,main,2D car racing action game,"2D car racing action game,,
Trophy is a single-player racing game which combines elements from traditional race and action games. Lots of available extras enable features such as shooting, mines, barrels and many others.,,
,,
This package contains the executable.","implemented-in::c++, role::program, use::gameplaying, x11::application",https://trophy.sourceforge.io/,racing,graphical,https://tracker.debian.org/pkg/trophy,https://screenshots.debian.net/package/trophy,4.0,mixed graphics
tumiki-fighters,0.2.dfsg1-9,main,sticky 2D shooter,"sticky 2D shooter,,
Tumiki Fighters brings a different twist to the side-scrolling shooter genre. With simple 3D graphics, the player has to control a ship and shoot down the enemies. The player can swoop in and attach the wreckage to its own hull for bonus points and protection from enemy attacks. .,,
,,
Tumiki Fighters is another gem among many by Kenta Cho.","implemented-in::TODO, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.asahi-net.or.jp/~cs8k-cyu/windows/tf_e.html,arcade,"graphical, 3d",https://tracker.debian.org/pkg/tumiki-fighters,https://screenshots.debian.net/package/tumiki-fighters,,nan
tuxfootball,0.3.1-6,main,great 2D soccer (sometimes called football) game,"great 2D soccer (sometimes called football) game,,
It's bringing old style gameplay from DOS times back to the desktop with up to date graphics! Its gameplay is similar to old classics such as Amco's Kick Off and Sensible Software's Sensible Soccer.,,
,,
The gameplay is designed to be quick, responsive and fun. You are always in control of the player closest to the ball. The ball is controlled via two different kick buttons - one for pass, and one for shoot. Aftertouch can be applied to shots by quickly pressing and holding the direction you want the ball to bend towards. Pushing in the opposite direction to what you kicked the ball makes it raise into the air, pushing in the same direction as the ball makes it dip towards the ground.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://tuxfootball.sourceforge.net/,sport,graphical,https://tracker.debian.org/pkg/tuxfootball,https://screenshots.debian.net/package/tuxfootball,,nan
tuxmath,2.0.3-5,main,math game for kids with Tux,"math game for kids with Tux,,
""Tux, of Math Command"" (""TuxMath,"" for short) is an educational arcade game starring Tux, the Linux mascot! Based on the classic arcade game ""Missile Command,"" Tux must defend his cities. In this case, though, he must do it by solving math problems.","field::mathematics, implemented-in::c, junior::arcade, role::program, uitoolkit::sdl, use::gameplaying, use::learning, x11::application",https://github.com/tux4kids/,arcade,graphical,https://tracker.debian.org/pkg/tuxmath,https://screenshots.debian.net/package/tuxmath,,nan
